Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazeWorld;CombinedGazePosition;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability
3733607;1000497101390833397;63850017880024;(0.769, 1.788, -0.306);(-0.035, -0.431, 0.002, 0.902);VALID;(0.001, 0.095, 0.995);(-0.618, 0.156, -0.771);(0.000, 0.000, 0.000);68.025;VALID;(0.022, 0.095, 0.995);(-0.034, 0.000, 0.000);0.389;5.156;13.257;VALID;(-0.020, 0.095, 0.995);(0.034, 0.000, 0.000);0.401;5.289;13.183;2;0.8738574
3733608;1000497101395834067;63850017880024;(0.769, 1.788, -0.306);(-0.035, -0.431, 0.002, 0.902);VALID;(0.001, 0.095, 0.995);(-0.618, 0.156, -0.770);(0.000, 0.000, 0.000);68.025;VALID;(0.022, 0.095, 0.995);(-0.034, 0.000, 0.000);0.389;5.154;13.257;VALID;(-0.020, 0.095, 0.995);(0.034, 0.000, 0.000);0.401;5.292;13.183;2;0.9006554
3733609;1000497101400834763;63850017880035;(0.769, 1.788, -0.306);(-0.036, -0.431, 0.002, 0.902);VALID;(0.002, 0.095, 0.995);(-0.618, 0.157, -0.770);(0.000, 0.000, 0.000);68.025;VALID;(0.023, 0.095, 0.995);(-0.034, 0.000, 0.000);0.389;5.151;13.257;VALID;(-0.020, 0.095, 0.995);(0.034, 0.000, 0.000);0.401;5.293;13.183;2;0.8957934
3733610;1000497101405835457;63850017880035;(0.769, 1.788, -0.306);(-0.036, -0.431, 0.002, 0.902);VALID;(0.002, 0.095, 0.995);(-0.618, 0.157, -0.770);(0.000, 0.000, 0.000);68.025;VALID;(0.023, 0.095, 0.995);(-0.034, 0.000, 0.000);0.388;5.148;13.257;VALID;(-0.019, 0.095, 0.995);(0.034, 0.000, 0.000);0.401;5.293;13.183;2;0.8884713
3733611;1000497101410836150;63850017880046;(0.769, 1.788, -0.307);(-0.036, -0.431, 0.002, 0.902);VALID;(0.002, 0.095, 0.995);(-0.618, 0.158, -0.770);(0.000, 0.000, 0.000);68.025;VALID;(0.024, 0.095, 0.995);(-0.034, 0.000, 0.000);0.388;5.147;13.257;VALID;(-0.019, 0.095, 0.995);(0.034, 0.000, 0.000);0.401;5.292;13.183;2;0.8735541
3733612;1000497101415836841;63850017880046;(0.769, 1.788, -0.307);(-0.036, -0.431, 0.002, 0.902);VALID;(0.003, 0.095, 0.995);(-0.618, 0.158, -0.770);(0.000, 0.000, 0.000);68.025;VALID;(0.024, 0.095, 0.995);(-0.034, 0.000, 0.000);0.388;5.145;13.257;VALID;(-0.018, 0.095, 0.995);(0.034, 0.000, 0.000);0.401;5.292;13.183;2;0.8798967
3733613;1000497101420840991;63850017880046;(0.769, 1.788, -0.307);(-0.036, -0.431, 0.002, 0.902);VALID;(0.003, 0.095, 0.995);(-0.619, 0.158, -0.770);(0.000, 0.000, 0.000);68.025;VALID;(0.024, 0.095, 0.995);(-0.034, 0.000, 0.000);0.388;5.145;13.257;VALID;(-0.018, 0.095, 0.995);(0.034, 0.000, 0.000);0.401;5.291;13.183;2;0.8669837
3733614;1000497101425845127;63850017880057;(0.769, 1.788, -0.307);(-0.037, -0.431, 0.002, 0.901);VALID;(0.004, 0.095, 0.995);(-0.618, 0.159, -0.770);(0.000, 0.000, 0.000);68.025;VALID;(0.024, 0.095, 0.995);(-0.034, 0.000, 0.000);0.388;5.144;13.257;VALID;(-0.017, 0.095, 0.995);(0.034, 0.000, 0.000);0.400;5.273;13.183;2;0.8564944
3733615;1000497101430849141;63850017880057;(0.769, 1.788, -0.307);(-0.037, -0.431, 0.002, 0.901);VALID;(0.004, 0.095, 0.996);(-0.619, 0.158, -0.769);(0.000, 0.000, 0.000);68.025;VALID;(0.024, 0.095, 0.995);(-0.034, 0.000, 0.000);0.388;5.144;13.257;VALID;(-0.016, 0.095, 0.995);(0.034, 0.000, 0.000);0.398;5.242;13.183;2;0.8587709
3733616;1000497101435853007;63850017880068;(0.769, 1.788, -0.307);(-0.037, -0.432, 0.002, 0.901);VALID;(0.005, 0.094, 0.996);(-0.619, 0.159, -0.769);(0.000, 0.000, 0.000);68.025;VALID;(0.025, 0.094, 0.995);(-0.034, 0.000, 0.000);0.388;5.143;13.257;VALID;(-0.016, 0.094, 0.995);(0.034, 0.000, 0.000);0.396;5.221;13.183;2;0.8648689
3733617;1000497101440856723;63850017880068;(0.769, 1.788, -0.307);(-0.037, -0.432, 0.002, 0.901);VALID;(0.006, 0.094, 0.996);(-0.620, 0.159, -0.768);(0.000, 0.000, 0.000);68.025;VALID;(0.025, 0.094, 0.995);(-0.034, 0.000, 0.000);0.388;5.142;13.257;VALID;(-0.014, 0.094, 0.995);(0.034, 0.000, 0.000);0.395;5.212;13.183;2;0.8360156
3733618;1000497101445856886;63850017880079;(0.769, 1.788, -0.307);(-0.037, -0.432, 0.002, 0.901);VALID;(0.006, 0.094, 0.996);(-0.621, 0.159, -0.768);(0.000, 0.000, 0.000);68.025;VALID;(0.026, 0.094, 0.995);(-0.034, 0.000, 0.000);0.388;5.140;13.257;VALID;(-0.013, 0.094, 0.995);(0.034, 0.000, 0.000);0.395;5.211;13.183;2;0.8478076
3733619;1000497101450857047;63850017880079;(0.769, 1.788, -0.307);(-0.037, -0.432, 0.002, 0.901);VALID;(0.007, 0.094, 0.996);(-0.621, 0.159, -0.767);(0.000, 0.000, 0.000);68.025;VALID;(0.026, 0.094, 0.995);(-0.034, 0.000, 0.000);0.388;5.139;13.257;VALID;(-0.012, 0.094, 0.996);(0.034, 0.000, 0.000);0.395;5.211;13.183;2;0.8528409
3733620;1000497101455857342;63850017880090;(0.769, 1.788, -0.307);(-0.037, -0.432, 0.002, 0.901);VALID;(0.008, 0.094, 0.996);(-0.622, 0.159, -0.767);(0.000, 0.000, 0.000);68.025;VALID;(0.026, 0.094, 0.995);(-0.034, 0.000, 0.000);0.388;5.138;13.257;VALID;(-0.010, 0.094, 0.996);(0.034, 0.000, 0.000);0.395;5.211;13.183;2;0.8525063
3733621;1000497101460857771;63850017880090;(0.769, 1.788, -0.307);(-0.037, -0.432, 0.002, 0.901);VALID;(0.008, 0.094, 0.996);(-0.622, 0.159, -0.767);(0.000, 0.000, 0.000);68.025;VALID;(0.027, 0.094, 0.995);(-0.034, 0.000, 0.000);0.387;5.137;13.257;VALID;(-0.010, 0.094, 0.996);(0.034, 0.000, 0.000);0.395;5.211;13.183;2;0.8615908
3733622;1000497101465858334;63850017880102;(0.769, 1.788, -0.307);(-0.037, -0.432, 0.001, 0.901);VALID;(0.009, 0.094, 0.996);(-0.623, 0.159, -0.766);(0.000, 0.000, 0.000);68.025;VALID;(0.027, 0.094, 0.995);(-0.034, 0.000, 0.000);0.387;5.136;13.257;VALID;(-0.009, 0.094, 0.996);(0.034, 0.000, 0.000);0.395;5.214;13.183;2;0.8531123
3733623;1000497101470859029;63850017880102;(0.769, 1.788, -0.307);(-0.037, -0.432, 0.001, 0.901);VALID;(0.010, 0.094, 0.996);(-0.623, 0.159, -0.766);(0.000, 0.000, 0.000);68.025;VALID;(0.028, 0.094, 0.995);(-0.034, 0.000, 0.000);0.387;5.136;13.257;VALID;(-0.008, 0.094, 0.996);(0.034, 0.000, 0.000);0.396;5.216;13.183;2;0.8421356
3733624;1000497101475859747;63850017880102;(0.769, 1.788, -0.307);(-0.037, -0.432, 0.001, 0.901);VALID;(0.011, 0.094, 0.996);(-0.624, 0.159, -0.765);(0.000, 0.000, 0.000);68.025;VALID;(0.028, 0.094, 0.995);(-0.034, 0.000, 0.000);0.387;5.136;13.257;VALID;(-0.007, 0.094, 0.996);(0.034, 0.000, 0.000);0.396;5.220;13.183;2;0.8194434
3733625;1000497101480860466;63850017880113;(0.769, 1.789, -0.307);(-0.037, -0.431, 0.001, 0.901);VALID;(0.011, 0.094, 0.996);(-0.624, 0.159, -0.765);(0.000, 0.000, 0.000);68.025;VALID;(0.029, 0.094, 0.995);(-0.034, 0.000, 0.000);0.387;5.137;13.257;VALID;(-0.007, 0.094, 0.996);(0.034, 0.000, 0.000);0.396;5.223;13.183;2;0.8343632
3733626;1000497101485861211;63850017880113;(0.769, 1.789, -0.307);(-0.037, -0.431, 0.001, 0.901);VALID;(0.012, 0.094, 0.996);(-0.625, 0.159, -0.764);(0.000, 0.000, 0.000);68.025;VALID;(0.030, 0.094, 0.995);(-0.034, 0.000, 0.000);0.388;5.138;13.257;VALID;(-0.006, 0.094, 0.996);(0.034, 0.000, 0.000);0.396;5.226;13.183;2;0.8353535
3733627;1000497101490865413;63850017880124;(0.769, 1.789, -0.307);(-0.037, -0.431, 0.002, 0.901);VALID;(0.012, 0.094, 0.996);(-0.625, 0.159, -0.764);(0.000, 0.000, 0.000);68.025;VALID;(0.030, 0.094, 0.995);(-0.034, 0.000, 0.000);0.388;5.138;13.257;VALID;(-0.005, 0.094, 0.996);(0.034, 0.000, 0.000);0.397;5.229;13.183;2;0.8376893
3733628;1000497101495869598;63850017880124;(0.769, 1.789, -0.307);(-0.037, -0.431, 0.002, 0.901);VALID;(0.013, 0.093, 0.996);(-0.626, 0.159, -0.764);(0.000, 0.000, 0.000);68.025;VALID;(0.030, 0.093, 0.995);(-0.034, 0.000, 0.000);0.388;5.139;13.257;VALID;(-0.005, 0.093, 0.996);(0.034, 0.000, 0.000);0.397;5.233;13.183;2;0.8656902
3733629;1000497101500873743;63850017880135;(0.769, 1.789, -0.307);(-0.038, -0.431, 0.002, 0.901);VALID;(0.013, 0.093, 0.996);(-0.626, 0.160, -0.763);(0.000, 0.000, 0.000);68.025;VALID;(0.031, 0.093, 0.995);(-0.034, 0.000, 0.000);0.388;5.140;13.257;VALID;(-0.005, 0.093, 0.996);(0.034, 0.000, 0.000);0.397;5.235;13.183;2;0.8713363
3733630;1000497101505877740;63850017880135;(0.769, 1.789, -0.307);(-0.038, -0.431, 0.002, 0.901);VALID;(0.013, 0.093, 0.996);(-0.626, 0.160, -0.763);(0.000, 0.000, 0.000);68.025;VALID;(0.031, 0.093, 0.995);(-0.034, 0.000, 0.000);0.388;5.141;13.257;VALID;(-0.004, 0.093, 0.996);(0.034, 0.000, 0.000);0.397;5.238;13.183;2;0.8828749
3733631;1000497101510881590;63850017880146;(0.769, 1.789, -0.307);(-0.038, -0.431, 0.002, 0.901);VALID;(0.014, 0.093, 0.996);(-0.627, 0.160, -0.763);(0.000, 0.000, 0.000);68.025;VALID;(0.032, 0.093, 0.995);(-0.034, 0.000, 0.000);0.388;5.141;13.257;VALID;(-0.004, 0.093, 0.996);(0.034, 0.000, 0.000);0.397;5.238;13.183;2;0.874081
3733632;1000497101515885291;63850017880146;(0.769, 1.789, -0.307);(-0.038, -0.431, 0.002, 0.901);VALID;(0.014, 0.093, 0.996);(-0.627, 0.159, -0.763);(0.000, 0.000, 0.000);68.025;VALID;(0.032, 0.093, 0.995);(-0.034, 0.000, 0.000);0.388;5.141;13.257;VALID;(-0.004, 0.093, 0.996);(0.034, 0.000, 0.000);0.397;5.239;13.183;2;0.8580495
3733633;1000497101520885519;63850017880146;(0.769, 1.789, -0.307);(-0.038, -0.431, 0.002, 0.901);VALID;(0.014, 0.093, 0.996);(-0.627, 0.159, -0.763);(0.000, 0.000, 0.000);68.025;VALID;(0.032, 0.093, 0.995);(-0.034, 0.000, 0.000);0.388;5.141;13.257;VALID;(-0.003, 0.093, 0.996);(0.034, 0.000, 0.000);0.397;5.240;13.183;2;0.8314545
3733634;1000497101525885774;63850017880157;(0.769, 1.789, -0.307);(-0.038, -0.431, 0.002, 0.901);VALID;(0.015, 0.093, 0.996);(-0.628, 0.159, -0.762);(0.000, 0.000, 0.000);68.025;VALID;(0.032, 0.093, 0.995);(-0.034, 0.000, 0.000);0.388;5.141;13.257;VALID;(-0.003, 0.093, 0.996);(0.034, 0.000, 0.000);0.398;5.241;13.183;2;0.8500277
3733635;1000497101530886164;63850017880157;(0.769, 1.789, -0.307);(-0.038, -0.431, 0.002, 0.901);VALID;(0.015, 0.093, 0.996);(-0.628, 0.159, -0.762);(0.000, 0.000, 0.000);68.025;VALID;(0.033, 0.093, 0.995);(-0.034, 0.000, 0.000);0.388;5.141;13.257;VALID;(-0.002, 0.093, 0.996);(0.034, 0.000, 0.000);0.398;5.247;13.183;2;0.8590646
3733636;1000497101535886688;63850017880167;(0.769, 1.789, -0.307);(-0.038, -0.431, 0.002, 0.901);VALID;(0.015, 0.093, 0.996);(-0.628, 0.159, -0.762);(0.000, 0.000, 0.000);68.025;VALID;(0.033, 0.093, 0.995);(-0.034, 0.000, 0.000);0.388;5.141;13.257;VALID;(-0.002, 0.093, 0.996);(0.034, 0.000, 0.000);0.398;5.251;13.183;2;0.8998536
3733637;1000497101540887345;63850017880168;(0.769, 1.789, -0.307);(-0.038, -0.431, 0.002, 0.901);VALID;(0.016, 0.093, 0.996);(-0.628, 0.159, -0.762);(0.000, 0.000, 0.000);68.025;VALID;(0.033, 0.093, 0.995);(-0.034, 0.000, 0.000);0.388;5.142;13.257;VALID;(-0.002, 0.093, 0.996);(0.034, 0.000, 0.000);0.398;5.252;13.183;2;0.9007381
3733638;1000497101545888136;63850017880179;(0.769, 1.789, -0.307);(-0.038, -0.432, 0.001, 0.901);VALID;(0.016, 0.093, 0.996);(-0.628, 0.159, -0.762);(0.000, 0.000, 0.000);68.025;VALID;(0.034, 0.093, 0.995);(-0.034, 0.000, 0.000);0.388;5.142;13.257;VALID;(-0.002, 0.093, 0.996);(0.034, 0.000, 0.000);0.398;5.253;13.183;2;0.9118283
3733639;1000497101550888923;63850017880179;(0.769, 1.789, -0.307);(-0.038, -0.432, 0.001, 0.901);VALID;(0.016, 0.093, 0.996);(-0.628, 0.159, -0.762);(0.000, 0.000, 0.000);68.025;VALID;(0.034, 0.093, 0.995);(-0.034, 0.000, 0.000);0.388;5.142;13.257;VALID;(-0.002, 0.093, 0.996);(0.034, 0.000, 0.000);0.399;5.255;13.183;2;0.9113027
3733640;1000497101555889708;63850017880190;(0.769, 1.789, -0.307);(-0.038, -0.432, 0.001, 0.901);VALID;(0.016, 0.093, 0.996);(-0.627, 0.159, -0.762);(0.000, 0.000, 0.000);68.025;VALID;(0.034, 0.093, 0.995);(-0.034, 0.000, 0.000);0.388;5.141;13.257;VALID;(-0.002, 0.093, 0.996);(0.034, 0.000, 0.000);0.399;5.255;13.183;2;0.8912022
3733641;1000497101560890490;63850017880190;(0.769, 1.789, -0.307);(-0.038, -0.432, 0.001, 0.901);VALID;(0.016, 0.092, 0.996);(-0.628, 0.159, -0.762);(0.000, 0.000, 0.000);68.025;VALID;(0.034, 0.092, 0.995);(-0.034, 0.000, 0.000);0.388;5.140;13.257;VALID;(-0.002, 0.092, 0.996);(0.034, 0.000, 0.000);0.399;5.257;13.183;2;0.9025525
3733642;1000497101565894730;63850017880201;(0.769, 1.789, -0.307);(-0.038, -0.432, 0.001, 0.901);VALID;(0.016, 0.092, 0.996);(-0.627, 0.159, -0.763);(0.000, 0.000, 0.000);68.025;VALID;(0.034, 0.092, 0.995);(-0.034, 0.000, 0.000);0.388;5.139;13.257;VALID;(-0.002, 0.092, 0.996);(0.034, 0.000, 0.000);0.399;5.257;13.183;2;0.9052764
3733643;1000497101570898957;63850017880201;(0.769, 1.789, -0.307);(-0.038, -0.432, 0.001, 0.901);VALID;(0.017, 0.092, 0.996);(-0.627, 0.159, -0.762);(0.000, 0.000, 0.000);68.025;VALID;(0.035, 0.092, 0.995);(-0.034, 0.000, 0.000);0.388;5.138;13.257;VALID;(-0.002, 0.092, 0.996);(0.034, 0.000, 0.000);0.399;5.257;13.183;2;0.9220087
3733644;1000497101575903060;63850017880202;(0.769, 1.789, -0.307);(-0.038, -0.432, 0.001, 0.901);VALID;(0.017, 0.092, 0.996);(-0.627, 0.159, -0.762);(0.000, 0.000, 0.000);68.025;VALID;(0.035, 0.092, 0.995);(-0.034, 0.000, 0.000);0.388;5.137;13.257;VALID;(-0.001, 0.092, 0.996);(0.034, 0.000, 0.000);0.399;5.257;13.183;2;0.9287993
3733645;1000497101580907015;63850017880212;(0.769, 1.789, -0.307);(-0.038, -0.433, 0.001, 0.901);VALID;(0.017, 0.092, 0.996);(-0.627, 0.159, -0.763);(0.000, 0.000, 0.000);68.025;VALID;(0.035, 0.092, 0.995);(-0.034, 0.000, 0.000);0.388;5.137;13.257;VALID;(-0.001, 0.092, 0.996);(0.034, 0.000, 0.000);0.399;5.258;13.183;2;0.9241573
3733646;1000497101585910822;63850017880212;(0.769, 1.789, -0.307);(-0.038, -0.433, 0.001, 0.901);VALID;(0.017, 0.092, 0.996);(-0.627, 0.159, -0.763);(0.000, 0.000, 0.000);68.025;VALID;(0.035, 0.092, 0.995);(-0.034, 0.000, 0.000);0.388;5.137;13.257;VALID;(-0.001, 0.092, 0.996);(0.034, 0.000, 0.000);0.399;5.259;13.183;2;0.9235976
3733647;1000497101590911075;63850017880224;(0.769, 1.789, -0.307);(-0.038, -0.433, 0.001, 0.901);VALID;(0.017, 0.091, 0.996);(-0.626, 0.158, -0.763);(0.000, 0.000, 0.000);68.025;VALID;(0.035, 0.091, 0.995);(-0.034, 0.000, 0.000);0.388;5.137;13.257;VALID;(-0.001, 0.091, 0.996);(0.034, 0.000, 0.000);0.399;5.260;13.183;2;0.9239839
3733648;1000497101595911328;63850017880224;(0.769, 1.789, -0.307);(-0.038, -0.433, 0.001, 0.901);VALID;(0.017, 0.091, 0.996);(-0.626, 0.158, -0.763);(0.000, 0.000, 0.000);68.025;VALID;(0.035, 0.091, 0.995);(-0.034, 0.000, 0.000);0.388;5.137;13.257;VALID;(-0.002, 0.091, 0.996);(0.034, 0.000, 0.000);0.399;5.262;13.183;2;0.9157368
3733649;1000497101600911608;63850017880235;(0.769, 1.789, -0.307);(-0.038, -0.433, 0.001, 0.900);VALID;(0.017, 0.091, 0.996);(-0.626, 0.158, -0.764);(0.000, 0.000, 0.000);68.025;VALID;(0.035, 0.091, 0.995);(-0.034, 0.000, 0.000);0.388;5.137;13.257;VALID;(-0.002, 0.091, 0.996);(0.034, 0.000, 0.000);0.399;5.264;13.183;2;0.9052839
3733650;1000497101605912021;63850017880235;(0.769, 1.789, -0.307);(-0.038, -0.433, 0.001, 0.900);VALID;(0.017, 0.091, 0.996);(-0.626, 0.158, -0.764);(0.000, 0.000, 0.000);68.025;VALID;(0.035, 0.091, 0.995);(-0.034, 0.000, 0.000);0.388;5.138;13.257;VALID;(-0.002, 0.091, 0.996);(0.034, 0.000, 0.000);0.400;5.267;13.183;2;0.9158328
3733651;1000497101610912537;63850017880246;(0.769, 1.789, -0.307);(-0.037, -0.434, 0.001, 0.900);VALID;(0.016, 0.091, 0.996);(-0.625, 0.158, -0.764);(0.000, 0.000, 0.000);68.025;VALID;(0.035, 0.091, 0.995);(-0.034, 0.000, 0.000);0.388;5.139;13.257;VALID;(-0.002, 0.091, 0.996);(0.034, 0.000, 0.000);0.400;5.270;13.183;2;0.9380998
3733652;1000497101615913186;63850017880246;(0.769, 1.789, -0.307);(-0.037, -0.434, 0.001, 0.900);VALID;(0.016, 0.091, 0.996);(-0.625, 0.157, -0.764);(0.000, 0.000, 0.000);68.025;VALID;(0.035, 0.091, 0.995);(-0.034, 0.000, 0.000);0.388;5.141;13.257;VALID;(-0.002, 0.091, 0.996);(0.034, 0.000, 0.000);0.400;5.272;13.183;2;0.9771309
3733653;1000497101620917401;63850017880246;(0.769, 1.789, -0.307);(-0.037, -0.434, 0.001, 0.900);VALID;(0.016, 0.091, 0.996);(-0.625, 0.157, -0.764);(0.000, 0.000, 0.000);68.025;VALID;(0.035, 0.091, 0.995);(-0.034, 0.000, 0.000);0.388;5.147;13.257;VALID;(-0.003, 0.091, 0.996);(0.034, 0.000, 0.000);0.400;5.274;13.183;2;0.9660092
3733654;1000497101625918140;63850017880257;(0.769, 1.789, -0.307);(-0.037, -0.434, 0.001, 0.900);VALID;(0.016, 0.091, 0.996);(-0.625, 0.157, -0.765);(0.000, 0.000, 0.000);68.025;VALID;(0.035, 0.090, 0.995);(-0.034, 0.000, 0.000);0.389;5.153;13.257;VALID;(-0.003, 0.091, 0.996);(0.034, 0.000, 0.000);0.400;5.276;13.183;2;0.9727883
3733655;1000497101630918875;63850017880257;(0.769, 1.789, -0.307);(-0.037, -0.434, 0.001, 0.900);VALID;(0.016, 0.090, 0.996);(-0.625, 0.157, -0.765);(0.000, 0.000, 0.000);68.025;VALID;(0.035, 0.090, 0.995);(-0.034, 0.000, 0.000);0.389;5.157;13.257;VALID;(-0.003, 0.090, 0.996);(0.034, 0.000, 0.000);0.400;5.277;13.183;2;0.9731259
3733656;1000497101635923066;63850017880268;(0.769, 1.789, -0.307);(-0.037, -0.434, 0.001, 0.900);VALID;(0.016, 0.090, 0.996);(-0.625, 0.156, -0.765);(0.000, 0.000, 0.000);68.025;VALID;(0.035, 0.090, 0.995);(-0.034, 0.000, 0.000);0.389;5.161;13.257;VALID;(-0.003, 0.090, 0.996);(0.034, 0.000, 0.000);0.400;5.280;13.183;2;0.9676934
3733657;1000497101640927241;63850017880268;(0.769, 1.789, -0.307);(-0.037, -0.434, 0.001, 0.900);VALID;(0.016, 0.090, 0.996);(-0.625, 0.156, -0.765);(0.000, 0.000, 0.000);68.025;VALID;(0.035, 0.090, 0.995);(-0.034, 0.000, 0.000);0.390;5.164;13.257;VALID;(-0.003, 0.090, 0.996);(0.034, 0.000, 0.000);0.401;5.284;13.183;2;0.9568437
3733658;1000497101645931348;63850017880280;(0.769, 1.789, -0.307);(-0.037, -0.434, 0.001, 0.900);VALID;(0.016, 0.090, 0.996);(-0.624, 0.156, -0.765);(0.000, 0.000, 0.000);68.025;VALID;(0.036, 0.090, 0.995);(-0.034, 0.000, 0.000);0.390;5.167;13.257;VALID;(-0.003, 0.090, 0.996);(0.034, 0.000, 0.000);0.401;5.287;13.183;2;0.9586148
3733659;1000497101650935304;63850017880280;(0.769, 1.789, -0.307);(-0.037, -0.434, 0.001, 0.900);VALID;(0.016, 0.090, 0.996);(-0.624, 0.156, -0.765);(0.000, 0.000, 0.000);68.025;VALID;(0.036, 0.090, 0.995);(-0.034, 0.000, 0.000);0.390;5.170;13.257;VALID;(-0.003, 0.090, 0.996);(0.034, 0.000, 0.000);0.401;5.290;13.183;2;0.9564988
3733660;1000497101655939112;63850017880291;(0.769, 1.788, -0.307);(-0.037, -0.434, 0.001, 0.900);VALID;(0.016, 0.090, 0.996);(-0.624, 0.155, -0.766);(0.000, 0.000, 0.000);68.025;VALID;(0.036, 0.090, 0.995);(-0.034, 0.000, 0.000);0.390;5.173;13.257;VALID;(-0.003, 0.090, 0.996);(0.034, 0.000, 0.000);0.402;5.295;13.183;2;0.9621295
3733661;1000497101660942772;63850017880291;(0.769, 1.788, -0.307);(-0.037, -0.434, 0.001, 0.900);VALID;(0.017, 0.089, 0.996);(-0.624, 0.155, -0.765);(0.000, 0.000, 0.000);68.025;VALID;(0.036, 0.089, 0.995);(-0.034, 0.000, 0.000);0.390;5.176;13.257;VALID;(-0.002, 0.089, 0.996);(0.034, 0.000, 0.000);0.402;5.300;13.183;2;0.9778014
3733662;1000497101665942960;63850017880302;(0.769, 1.788, -0.307);(-0.037, -0.435, 0.001, 0.900);VALID;(0.017, 0.089, 0.996);(-0.624, 0.155, -0.766);(0.000, 0.000, 0.000);68.025;VALID;(0.036, 0.089, 0.995);(-0.034, 0.000, 0.000);0.391;5.178;13.257;VALID;(-0.002, 0.089, 0.996);(0.034, 0.000, 0.000);0.402;5.303;13.183;2;0.9794989
3733663;1000497101670943149;63850017880302;(0.769, 1.788, -0.307);(-0.037, -0.435, 0.001, 0.900);VALID;(0.017, 0.089, 0.996);(-0.625, 0.155, -0.766);(0.000, 0.000, 0.000);68.025;VALID;(0.036, 0.089, 0.995);(-0.034, 0.000, 0.000);0.391;5.179;13.257;VALID;(-0.002, 0.089, 0.996);(0.034, 0.000, 0.000);0.402;5.305;13.183;2;0.9725879
3733664;1000497101675943394;63850017880302;(0.769, 1.788, -0.307);(-0.037, -0.435, 0.001, 0.900);VALID;(0.017, 0.089, 0.996);(-0.625, 0.155, -0.765);(0.000, 0.000, 0.000);68.025;VALID;(0.037, 0.089, 0.995);(-0.034, 0.000, 0.000);0.391;5.181;13.257;VALID;(-0.002, 0.089, 0.996);(0.034, 0.000, 0.000);0.403;5.309;13.183;2;0.9807499
3733665;1000497101680943775;63850017880313;(0.769, 1.789, -0.307);(-0.037, -0.435, 0.001, 0.900);VALID;(0.018, 0.089, 0.996);(-0.625, 0.154, -0.766);(0.000, 0.000, 0.000);68.025;VALID;(0.037, 0.089, 0.995);(-0.034, 0.000, 0.000);0.391;5.182;13.257;VALID;(-0.001, 0.089, 0.996);(0.034, 0.000, 0.000);0.403;5.314;13.183;2;0.9772565
3733666;1000497101685944291;63850017880313;(0.769, 1.789, -0.307);(-0.037, -0.435, 0.001, 0.900);VALID;(0.018, 0.089, 0.996);(-0.625, 0.154, -0.766);(0.000, 0.000, 0.000);68.025;VALID;(0.037, 0.089, 0.995);(-0.034, 0.000, 0.000);0.391;5.184;13.257;VALID;(-0.001, 0.089, 0.996);(0.034, 0.000, 0.000);0.403;5.318;13.183;2;0.9574121
3733667;1000497101690944942;63850017880324;(0.769, 1.789, -0.307);(-0.037, -0.435, 0.001, 0.900);VALID;(0.018, 0.089, 0.996);(-0.624, 0.154, -0.766);(0.000, 0.000, 0.000);68.025;VALID;(0.037, 0.089, 0.995);(-0.034, 0.000, 0.000);0.391;5.187;13.257;VALID;(-0.001, 0.089, 0.996);(0.034, 0.000, 0.000);0.404;5.321;13.183;2;0.9701629
3733668;1000497101695949161;63850017880324;(0.769, 1.789, -0.307);(-0.037, -0.435, 0.001, 0.900);VALID;(0.018, 0.089, 0.996);(-0.625, 0.154, -0.766);(0.000, 0.000, 0.000);68.025;VALID;(0.037, 0.089, 0.995);(-0.034, 0.000, 0.000);0.391;5.189;13.257;VALID;(-0.001, 0.089, 0.996);(0.034, 0.000, 0.000);0.404;5.323;13.183;2;0.9572175
3733669;1000497101700949906;63850017880335;(0.769, 1.789, -0.307);(-0.037, -0.435, 0.001, 0.900);VALID;(0.018, 0.089, 0.996);(-0.624, 0.154, -0.766);(0.000, 0.000, 0.000);68.025;VALID;(0.037, 0.089, 0.995);(-0.034, 0.000, 0.000);0.392;5.190;13.257;VALID;(0.000, 0.089, 0.996);(0.034, 0.000, 0.000);0.404;5.325;13.183;2;0.9670773
3733670;1000497101705950676;63850017880335;(0.769, 1.789, -0.307);(-0.037, -0.435, 0.001, 0.900);VALID;(0.019, 0.088, 0.996);(-0.625, 0.154, -0.766);(0.000, 0.000, 0.000);68.025;VALID;(0.037, 0.088, 0.995);(-0.034, 0.000, 0.000);0.392;5.191;13.257;VALID;(0.000, 0.088, 0.996);(0.034, 0.000, 0.000);0.404;5.328;13.183;2;0.9735664
3733671;1000497101710954907;63850017880346;(0.769, 1.789, -0.307);(-0.037, -0.436, 0.001, 0.899);VALID;(0.019, 0.088, 0.996);(-0.624, 0.154, -0.766);(0.000, 0.000, 0.000);68.025;VALID;(0.037, 0.088, 0.995);(-0.034, 0.000, 0.000);0.392;5.192;13.257;VALID;(0.001, 0.088, 0.996);(0.034, 0.000, 0.000);0.405;5.333;13.183;2;0.9835854
